,taxid,phylum
134262,1871047,Pseudomonadati
134263,1871006,Pseudomonadati
134264,1883,Bacillati
134265,2692848,Bacillati
134266,275,Thermotogati
134267,1962930,Pseudomonadati
134268,29420,Pseudomonadati
134269,3064283,Pseudomonadati
134270,1968902,Bacillati
134271,3121290,Pseudomonadati
134272,3121275,Pseudomonadati
134273,3121287,Pseudomonadati
134274,3120013,Pseudomonadati
134275,3121274,Pseudomonadati
134276,1636843,Bacillati
134277,1636843,Bacillati
134278,1636843,Bacillati
134279,2038343,Bacillati
134280,2042655,Bacillati
134281,1925024,Bacillati
134282,958,Pseudomonadati
134283,1108595,Pseudomonadati
134284,1108595,Pseudomonadati
134285,3153300,Pseudomonadati
134286,2040332,Bacillati
134287,2040332,Bacillati
134288,1472,Bacillati
134289,1472,Bacillati
134290,1472,Bacillati
134291,1472,Bacillati
134292,1451,Bacillati
134293,1451,Bacillati
134294,194690,Pseudomonadati
134295,1872094,Bacillati
134296,267,Pseudomonadati
134297,306,Pseudomonadati
134298,306,Pseudomonadati
134299,2901836,Bacillati
134300,2109375,Pseudomonadati
134301,1969699,Pseudomonadati
134302,1969699,Pseudomonadati
134303,87,Pseudomonadati
134304,745369,Bacillati
134305,196816,Pseudomonadati
134306,418240,Bacillati
134307,1492,Bacillati
134308,29363,Bacillati
134309,29363,Bacillati
134310,1492,Bacillati
134311,74426,Bacillati
134312,3144975,Bacillati
134313,74426,Bacillati
134314,74426,Bacillati
134315,3140366,Pseudomonadati
134316,3140366,Pseudomonadati
134317,3140370,Pseudomonadati
134318,3140370,Pseudomonadati
134319,3140365,Pseudomonadati
134320,3140368,Pseudomonadati
134321,3140369,Pseudomonadati
134322,3140364,Pseudomonadati
134323,3140364,Pseudomonadati
134324,208199,Bacillati
134325,208199,Bacillati
134326,459,Pseudomonadati
134327,2593676,Bacillati
134328,3153570,Bacillati
134329,3153572,Bacillati
134330,3153572,Bacillati
134331,3152295,Pseudomonadati
134332,1164,Bacillati
134333,1164,Bacillati
134334,3149041,Pseudomonadati
134335,2593643,Bacillati
134336,562,Pseudomonadati
134337,3153557,Bacillati
134338,3153557,Bacillati
134339,3153563,Bacillati
134340,3153563,Bacillati
134341,3153557,Bacillati
134342,3153560,Bacillati
134343,3153560,Bacillati
134344,2631981,Bacillati
134345,3153758,Bacillati
134346,3153574,Bacillati
134347,3153576,Pseudomonadati
134348,363952,Pseudomonadati
134349,3153562,Bacillati
134350,3153558,Bacillati
134351,3153567,Bacillati
134352,3153558,Bacillati
134353,3153565,Bacillati
134354,115860,Pseudomonadati
134355,3153564,Bacillati
134356,3153564,Bacillati
134357,3145238,Pseudomonadati
134358,3145238,Pseudomonadati
134359,2922865,Pseudomonadati
134360,1678694,Thermotogati
134361,28214,Pseudomonadati
134362,1283315,Pseudomonadati
134363,3140360,Bacillati
134364,1108595,Pseudomonadati
134365,3153752,Bacillati
134366,3140361,Pseudomonadati
134367,3140362,Bacillati
134368,3140362,Bacillati
134369,3153569,Bacillati
134370,3140362,Bacillati
134371,3153569,Bacillati
134372,29320,Bacillati
134373,3140363,Bacillati
134374,3112843,Pseudomonadati
134375,3140358,Pseudomonadati
134376,2305471,Pseudomonadati
134377,2305471,Pseudomonadati
134378,3140356,Pseudomonadati
134379,1538529,Pseudomonadati
134380,1573823,Pseudomonadati
134381,3095364,Bacillati
134382,1871045,Bacillati
134383,1831,Bacillati
134384,2587135,Pseudomonadati
134385,3029193,Bacillati
134386,915,Pseudomonadati
134387,3029185,Bacillati
134388,3151851,Bacillati
134389,3136737,Pseudomonadati
134390,3136736,Pseudomonadati
134391,300181,Pseudomonadati
134392,59779,Pseudomonadati
134393,48296,Pseudomonadati
134394,3153519,Pseudomonadati
134395,3141789,Pseudomonadati
134396,44008,Bacillati
134397,3032353,Bacillati
134398,36820,Bacillati
134399,3151852,Bacillati
134400,3029194,Pseudomonadati
134401,3151853,Pseudomonadati
134402,3153301,Pseudomonadati
134403,1947768,Pseudomonadati
134404,2680009,Bacillati
134405,50421,Pseudomonadati
134406,1971397,Pseudomonadati
134407,2709688,Pseudomonadati
134408,1920175,Pseudomonadati
134409,3054939,Bacillati
134410,3054939,Bacillati
134411,2709688,Pseudomonadati
134412,1871048,Pseudomonadati
134413,1871048,Pseudomonadati
134414,1882438,Pseudomonadati
134415,2291710,Pseudomonadati
134416,306,Pseudomonadati
134417,2018083,Pseudomonadati
134418,239,Pseudomonadati
134419,239,Pseudomonadati
134420,2133765,Pseudomonadati
134421,1882438,Pseudomonadati
134422,35761,Bacillati
134423,35761,Bacillati
134424,35761,Bacillati
134425,239,Pseudomonadati
134426,1909287,Bacillati
134427,2212373,Pseudomonadati
134428,1920173,Pseudomonadati
134429,2184521,Pseudomonadati
134430,306,Pseudomonadati
134431,306,Pseudomonadati
134432,2048915,Pseudomonadati
134433,1981328,Pseudomonadati
134434,1979955,Pseudomonadati
134435,1913988,Pseudomonadati
134436,2807103,Pseudomonadati
134437,1936156,Pseudomonadati
134438,1042,Pseudomonadati
134439,1920173,Pseudomonadati
134440,2024995,Pseudomonadati
134441,2184521,Pseudomonadati
134442,2024842,Pseudomonadati
134443,1936156,Pseudomonadati
134444,2024848,Pseudomonadati
134445,2024842,Pseudomonadati
134446,665467,Pseudomonadati
134447,665467,Pseudomonadati
134448,87,Pseudomonadati
134449,2494211,Bacillati
134450,2933926,Bacillati
134451,2933926,Bacillati
134452,2692767,Bacillati
134453,28901,Pseudomonadati
134454,3036704,Pseudomonadati
134455,3035702,Pseudomonadati
134456,1736524,Pseudomonadati
134457,2608089,Pseudomonadati
134458,2608089,Pseudomonadati
134459,1872644,Pseudomonadati
134460,1971739,Pseudomonadati
134462,2184521,Pseudomonadati
134463,320912,Pseudomonadati
134464,1042,Pseudomonadati
134465,311410,Pseudomonadati
134466,2024848,Pseudomonadati
134467,2024848,Pseudomonadati
134468,28211,Pseudomonadati
134469,1971739,Pseudomonadati
134470,2651167,Pseudomonadati
134471,1897614,Pseudomonadati
134472,1920173,Pseudomonadati
134473,320912,Pseudomonadati
134474,1969459,Pseudomonadati
134475,1897614,Pseudomonadati
134476,1920173,Pseudomonadati
134477,1920173,Pseudomonadati
134478,2709688,Pseudomonadati
134479,3065648,Pseudomonadati
134480,1903071,Pseudomonadati
134481,2212373,Pseudomonadati
134482,1907202,Pseudomonadati
134483,1936156,Pseudomonadati
134484,1903071,Pseudomonadati
134485,2212373,Pseudomonadati
134486,320912,Pseudomonadati
134487,2024853,Pseudomonadati
134488,2184521,Pseudomonadati
134489,1940281,Pseudomonadati
134490,1940281,Pseudomonadati
134491,2048915,Pseudomonadati
134492,1872428,Pseudomonadati
134493,1872644,Pseudomonadati
134494,1872644,Pseudomonadati
134495,1971739,Pseudomonadati
134496,2571221,Pseudomonadati
134497,231683,Pseudomonadati
134498,1967498,Bacillati
134499,1967498,Bacillati
134500,1872441,Pseudomonadati
134501,2029877,Pseudomonadati
134502,320912,Pseudomonadati
134505,2510640,Pseudomonadati
134506,470,Pseudomonadati
134507,178399,Pseudomonadati
134508,2645534,Bacillati
134509,3156073,Pseudomonadati
134510,3156073,Pseudomonadati
134511,1543852,Bacillati
134512,3156065,Bacillati
134513,3156065,Bacillati
134514,3156068,Pseudomonadati
134515,1406,Bacillati
134516,159733,Bacillati
134517,174711,Pseudomonadati
134518,239,Pseudomonadati
134519,105751,Pseudomonadati
134520,2692177,Pseudomonadati
134521,35761,Bacillati
134522,35761,Bacillati
134523,2692177,Pseudomonadati
134524,3137860,Pseudomonadati
134525,3137852,Pseudomonadati
134526,538949,Pseudomonadati
134527,3137857,Pseudomonadati
134528,191215,Pseudomonadati
134529,1985115,Pseudomonadati
134530,306205,Pseudomonadati
134531,2320817,Bacillati
134532,2320817,Bacillati
134533,3137860,Pseudomonadati
134534,76760,Pseudomonadati
134535,886556,Pseudomonadati
134536,886556,Pseudomonadati
134537,3108543,Pseudomonadati
134538,359372,Pseudomonadati
134539,359372,Pseudomonadati
134540,3156610,Pseudomonadati
134541,3156614,Pseudomonadati
134542,3143936,Bacillati
134543,3156609,Pseudomonadati
134544,3149043,Pseudomonadati
134545,3156619,Bacillati
134546,3156618,Bacillati
134547,3149042,Pseudomonadati
134548,3142450,Pseudomonadati
134549,3149227,Pseudomonadati
134550,3149227,Pseudomonadati
134551,562,Pseudomonadati
134552,3156613,Pseudomonadati
134553,3156612,Pseudomonadati
134554,2623496,Pseudomonadati
134555,3156615,Bacillati
134556,3156607,Bacillati
134557,59814,Pseudomonadati
134558,487316,Pseudomonadati
134559,108980,Pseudomonadati
134560,196816,Pseudomonadati
134561,1530123,Pseudomonadati
134562,108981,Pseudomonadati
134563,1530123,Pseudomonadati
134564,3156608,Pseudomonadati
134565,756892,Pseudomonadati
134566,28090,Pseudomonadati
134567,471,Pseudomonadati
134568,3156488,Bacillati
134569,40214,Pseudomonadati
134570,450367,Bacillati
134571,28901,Pseudomonadati
134572,3156611,Pseudomonadati
134573,3156617,Pseudomonadati
134574,628,Pseudomonadati
134575,3158262,Pseudomonadati
134576,3158262,Pseudomonadati
134577,208962,Pseudomonadati
134578,3157708,Pseudomonadati
134579,3157707,Pseudomonadati
134580,2029681,Pseudomonadati
134581,3157709,Pseudomonadati
134582,2518622,Pseudomonadati
134583,1902408,Pseudomonadati
134584,2518622,Pseudomonadati
134585,2518622,Pseudomonadati
134586,1874826,Pseudomonadati
134587,3041777,Bacillati
134588,3041777,Bacillati
134589,2817731,Pseudomonadati
134590,3041775,Pseudomonadati
134591,35833,Pseudomonadati
134592,446660,Bacillati
134593,3133153,Bacillati
134594,47678,Pseudomonadati
134595,3136220,Bacillati
134596,3136220,Bacillati
134597,3136222,Bacillati
134598,3133152,Bacillati
134599,105843,Bacillati
134600,3136225,Bacillati
134601,3136221,Bacillati
134602,3136230,Bacillati
134603,3136231,Bacillati
134604,88431,Bacillati
134605,3136217,Bacillati
134606,3136217,Bacillati
134607,3136227,Bacillati
134608,1965294,Bacillati
134609,410072,Bacillati
134610,88431,Bacillati
134611,3136228,Bacillati
134612,1879010,Bacillati
134613,3133178,Bacillati
134614,3133164,Bacillati
134615,39485,Bacillati
134616,1150298,Bacillati
134617,706562,Bacillati
134618,706562,Bacillati
134619,28118,Pseudomonadati
134620,2981770,Bacillati
134621,2292441,Bacillati
134622,360807,Bacillati
134623,3133163,Bacillati
134624,310298,Pseudomonadati
134625,360807,Bacillati
134626,360807,Bacillati
134627,3133170,Bacillati
134628,3133170,Bacillati
134629,3133171,Bacillati
134630,3041009,Bacillati
134631,3076534,Pseudomonadati
134632,3115290,Bacillati
134633,2828332,Pseudomonadati
134634,1978227,Pseudomonadati
134635,1978227,Pseudomonadati
134636,3136668,Pseudomonadati
134637,39692,Bacillati
134638,44008,Bacillati
134639,1206997,Bacillati
134640,29459,Pseudomonadati
134641,28449,Pseudomonadati
134642,28449,Pseudomonadati
134643,74313,Pseudomonadati
134644,3137178,Pseudomonadati
134645,3157666,Pseudomonadati
134646,3158970,Bacillati
134647,3158970,Bacillati
134648,208962,Pseudomonadati
134649,3152362,Pseudomonadati
134650,1870903,Pseudomonadati
134651,1852022,Pseudomonadati
134652,2766526,Pseudomonadati
134653,2766526,Pseudomonadati
134654,267,Pseudomonadati
134655,2024994,Pseudomonadati
134656,267,Pseudomonadati
134657,1872427,Pseudomonadati
134658,1872427,Pseudomonadati
134659,87,Pseudomonadati
134660,1502,Bacillati
134661,1502,Bacillati
134662,3115291,Bacillati
134663,3158261,Bacillati
134664,3158261,Bacillati
134665,333965,Pseudomonadati
134666,3067653,Pseudomonadati
134667,3133975,Pseudomonadati
134668,3133975,Pseudomonadati
134669,3159561,Bacillati
134670,3159561,Bacillati
134671,183417,Pseudomonadati
134672,585,Pseudomonadati
134673,3158144,Bacillati
134674,3158144,Bacillati
134675,587,Pseudomonadati
134676,587,Pseudomonadati
134677,2678536,Pseudomonadati
134678,361,Pseudomonadati
134679,306,Pseudomonadati
134680,33028,Bacillati
134681,33028,Bacillati
134682,2818436,Pseudomonadati
134683,2819094,Pseudomonadati
134684,1773,Bacillati
134685,2819095,Pseudomonadati
134686,1912599,Pseudomonadati
134687,33028,Bacillati
134688,2908653,Pseudomonadati
134689,2908653,Pseudomonadati
134690,3143938,Pseudomonadati
134691,2608089,Pseudomonadati
134692,69964,Pseudomonadati
134693,2818438,Pseudomonadati
134694,2684990,Pseudomonadati
134695,2684990,Pseudomonadati
134696,69964,Pseudomonadati
134697,2970906,Pseudomonadati
134698,2909229,Bacillati
134699,78331,Bacillati
134700,2719234,Bacillati
134701,2003592,Bacillati
134702,2719234,Bacillati
134703,74313,Pseudomonadati
134704,3160862,Bacillati
134705,3160862,Bacillati
134706,3160861,Bacillati
134707,3160861,Bacillati
134708,53345,Bacillati
134709,3158259,Bacillati
134710,450367,Bacillati
134711,450367,Bacillati
134712,450367,Bacillati
134713,77298,Pseudomonadati
134714,3153578,Pseudomonadati
134715,3141321,Pseudomonadati
134716,338,Pseudomonadati
134717,3145237,Pseudomonadati
134718,3145237,Pseudomonadati
134719,3142462,Bacillati
134720,3161568,Pseudomonadati
134721,3161565,Pseudomonadati
134722,3161565,Pseudomonadati
134723,305517,Bacillati
134724,3144405,Pseudomonadati
134725,743699,Pseudomonadati
134726,56454,Pseudomonadati
134727,418240,Bacillati
134728,3138935,Bacillati
134729,3158325,Bacillati
134730,3158320,Bacillati
134731,3162562,Bacillati
134732,2624378,Bacillati
134733,1201031,Pseudomonadati
134734,562,Pseudomonadati
134735,3144663,Bacillati
134736,3144664,Bacillati
134737,654,Pseudomonadati
134738,3156489,Pseudomonadati
134739,1775880,Bacillati
134740,853,Bacillati
134741,3162874,Pseudomonadati
134742,3151850,Bacillati
134743,3151850,Bacillati
134744,2613769,Pseudomonadati
134745,2613769,Pseudomonadati
134746,204516,Pseudomonadati
134747,301302,Bacillati
134748,1451454,Pseudomonadati
134749,3136160,Pseudomonadati
134750,3142890,Bacillati
134751,2647000,Bacillati
134752,3162566,Bacillati
134753,3162568,Pseudomonadati
134754,86664,Bacillati
134755,1908224,Pseudomonadati
134756,2740289,Pseudomonadati
134757,1909734,Pseudomonadati
134758,1912094,Pseudomonadati
134759,42444,Pseudomonadati
134760,1912094,Pseudomonadati
134761,1967288,Pseudomonadati
134762,1967288,Pseudomonadati
134763,2024842,Pseudomonadati
134764,2024848,Pseudomonadati
134765,2024848,Pseudomonadati
134766,1852022,Pseudomonadati
134767,1931237,Pseudomonadati
134768,2709688,Pseudomonadati
134769,1940281,Pseudomonadati
134770,1940281,Pseudomonadati
134771,1940281,Pseudomonadati
134772,2022740,Pseudomonadati
134773,1940281,Pseudomonadati
134774,2022740,Pseudomonadati
134775,1931237,Pseudomonadati
134776,42353,Pseudomonadati
134777,2038411,Pseudomonadati
134778,2024848,Pseudomonadati
134779,1486281,Pseudomonadati
134780,42353,Pseudomonadati
134781,42353,Pseudomonadati
134782,42353,Pseudomonadati
134783,1981328,Pseudomonadati
134784,1932666,Pseudomonadati
134785,42353,Pseudomonadati
134786,42353,Pseudomonadati
134787,2024848,Pseudomonadati
134788,1872431,Pseudomonadati
134789,467091,Bacillati
134790,87,Pseudomonadati
134791,1042,Pseudomonadati
134792,1940289,Pseudomonadati
134793,2683198,Pseudomonadati
134794,2683198,Pseudomonadati
134795,2024833,Pseudomonadati
134796,2024833,Pseudomonadati
134797,2022740,Pseudomonadati
134798,122,Pseudomonadati
134799,1974203,Pseudomonadati
134800,1872431,Pseudomonadati
134801,2608089,Pseudomonadati
134802,2608089,Pseudomonadati
134803,2593676,Bacillati
134804,309891,Thermotogati
134805,309891,Thermotogati
134806,3162528,Bacillati
134807,260554,Bacillati
134808,3079930,Bacillati
134809,3140787,Bacillati
134810,2487276,Bacillati
134811,3160966,Bacillati
134812,42353,Pseudomonadati
134813,1798908,Pseudomonadati
134814,1798908,Pseudomonadati
134815,1798908,Pseudomonadati
134816,450367,Bacillati
134817,450367,Bacillati
134818,3163327,Pseudomonadati
134819,3066369,Pseudomonadati
134820,2900693,Bacillati
134821,1260629,Bacillati
134822,2872648,Pseudomonadati
134823,944322,Pseudomonadati
134824,944322,Pseudomonadati
134825,2218628,Pseudomonadati
134826,1408,Bacillati
134827,200476,Pseudomonadati
134828,28901,Pseudomonadati
134829,3140380,Pseudomonadati
134830,890055,Pseudomonadati
134831,1423,Bacillati
134832,2731552,Pseudomonadati
134833,84110,Bacillati
134834,84110,Bacillati
134835,82801,Bacillati
134836,82801,Bacillati
134837,126156,Bacillati
134838,1913979,Bacillati
134839,2053492,Pseudomonadati
134840,470,Pseudomonadati
134841,2633591,Bacillati
134842,2633591,Bacillati
134843,2633591,Bacillati
134844,2633591,Bacillati
134845,3155425,Bacillati
134846,3155425,Bacillati
134847,3154773,Bacillati
134848,3154773,Bacillati
134849,37930,Bacillati
134850,3157226,Bacillati
134851,3154260,Bacillati
134852,3154260,Bacillati
134853,3157226,Bacillati
134854,3140433,Pseudomonadati
134855,2633591,Bacillati
134856,3154539,Bacillati
134857,3157230,Bacillati
134858,208439,Bacillati
134859,3140471,Pseudomonadati
134860,208439,Bacillati
134861,3140476,Pseudomonadati
134862,3157230,Bacillati
134863,3140474,Pseudomonadati
134864,3140474,Pseudomonadati
134865,3154365,Bacillati
134866,3157231,Bacillati
134867,3157231,Bacillati
134868,3140434,Pseudomonadati
134869,3155205,Bacillati
134870,3155205,Bacillati
134871,3154661,Bacillati
134872,3140473,Pseudomonadati
134873,3155312,Bacillati
134874,3154516,Bacillati
134875,3154661,Bacillati
134876,33907,Bacillati
134877,2617518,Bacillati
134878,66883,Bacillati
134879,2617518,Bacillati
134880,3154272,Bacillati
134881,1892,Bacillati
134882,3154424,Bacillati
134883,67324,Bacillati
134884,3154257,Bacillati
134885,67297,Bacillati
134886,46172,Bacillati
134887,46172,Bacillati
134888,2633591,Bacillati
134889,2633591,Bacillati
134890,29306,Bacillati
134891,3154519,Bacillati
134892,46177,Bacillati
134893,46177,Bacillati
134894,1377993,Bacillati
134895,1198245,Bacillati
134896,3154259,Bacillati
134897,3154259,Bacillati
134898,42684,Bacillati
134899,2615069,Bacillati
134900,3154255,Bacillati
134901,35620,Bacillati
134902,2617518,Bacillati
134903,3154271,Bacillati
134904,3154246,Bacillati
134905,2340725,Bacillati
134906,95162,Bacillati
134907,3154538,Bacillati
134908,2632669,Bacillati
134909,47871,Bacillati
134910,1873,Bacillati
134911,1837,Bacillati
134912,2632669,Bacillati
134913,2632669,Bacillati
134914,33897,Bacillati
134915,2632669,Bacillati
134916,3154395,Bacillati
134917,3154537,Bacillati
134918,3154537,Bacillati
134919,3154433,Bacillati
134920,285574,Bacillati
134921,67297,Bacillati
134922,3154420,Bacillati
134923,3154410,Bacillati
134924,1892,Bacillati
134925,3154436,Bacillati
134926,2593676,Bacillati
134927,2593676,Bacillati
134928,1873719,Bacillati
134929,3154426,Bacillati
134930,3154540,Bacillati
134931,67297,Bacillati
134932,2593676,Bacillati
134933,2593676,Bacillati
134934,2593676,Bacillati
134935,3154251,Bacillati
134936,3154404,Bacillati
134937,3154543,Bacillati
134938,3154398,Bacillati
