,taxid,phylum
133225,2866197,Pseudomonadati
133226,29562,Bacillati
133227,29562,Bacillati
133228,2817477,Bacillati
133229,3137451,Pseudomonadati
133230,3134896,Bacillati
133231,3134896,Bacillati
133232,3134896,Bacillati
133235,3138072,Bacillati
133236,3121298,Pseudomonadati
133237,569601,Pseudomonadati
133238,3121296,Pseudomonadati
133239,3121297,Pseudomonadati
133240,247523,Pseudomonadati
133241,2005072,Pseudomonadati
133242,205941,Bacillati
133243,1813878,Pseudomonadati
133244,3133977,Pseudomonadati
133245,3139141,Pseudomonadati
133246,3139139,Pseudomonadati
133247,3139144,Pseudomonadati
133248,3139143,Pseudomonadati
133249,3139140,Pseudomonadati
133250,1917215,Pseudomonadati
133251,2901191,Pseudomonadati
133252,1042,Pseudomonadati
133253,3051832,Bacillati
133254,752605,Pseudomonadati
133255,2699740,Bacillati
133256,2699740,Bacillati
133257,2841654,Bacillati
133258,2841654,Bacillati
133259,2841653,Bacillati
133260,44472,Bacillati
133261,1661,Bacillati
133262,574987,Pseudomonadati
133263,3066253,Pseudomonadati
133264,2029164,Pseudomonadati
133265,2029164,Pseudomonadati
133266,3066273,Pseudomonadati
133267,3066255,Pseudomonadati
133268,2996318,Pseudomonadati
133269,2996318,Pseudomonadati
133270,3066272,Pseudomonadati
133271,3066258,Pseudomonadati
133272,2698648,Pseudomonadati
133273,3066262,Pseudomonadati
133274,1389922,Pseudomonadati
133275,217203,Pseudomonadati
133276,3109359,Bacillati
133277,3066248,Pseudomonadati
133278,114295,Pseudomonadati
133279,3066251,Pseudomonadati
133280,3066266,Pseudomonadati
133281,2685869,Bacillati
133282,1264899,Pseudomonadati
133283,3077922,Pseudomonadati
133284,573,Pseudomonadati
133285,2267521,Pseudomonadati
133286,1962974,Pseudomonadati
133287,562,Pseudomonadati
133288,3023517,Bacillati
133289,3138498,Pseudomonadati
133290,368503,Bacillati
133291,1884383,Pseudomonadati
133292,1884383,Pseudomonadati
133293,1884383,Pseudomonadati
133294,1884366,Pseudomonadati
133295,210512,Pseudomonadati
133296,191579,Pseudomonadati
133297,243629,Pseudomonadati
133298,1005945,Bacillati
133299,1005945,Bacillati
133300,3139825,Pseudomonadati
133301,1978490,Bacillati
133302,3138237,Bacillati
133303,3139142,Pseudomonadati
133304,3137372,Pseudomonadati
133305,1396505,Bacillati
133306,3119164,Pseudomonadati
133307,2183897,Pseudomonadati
133308,2183897,Pseudomonadati
133309,3107926,Bacillati
133310,3107926,Bacillati
133311,36808,Bacillati
133312,36808,Bacillati
133313,36808,Bacillati
133314,1670,Bacillati
133315,1670,Bacillati
133316,3051614,Bacillati
133317,2775303,Pseudomonadati
133318,2866585,Pseudomonadati
133319,3043862,Bacillati
133320,3038952,Bacillati
133321,3038952,Bacillati
133322,407152,Pseudomonadati
133323,1353890,Pseudomonadati
133324,3137368,Pseudomonadati
133325,3043860,Pseudomonadati
133326,2639923,Bacillati
133327,2639923,Bacillati
133328,55207,Pseudomonadati
133329,2639923,Bacillati
133330,2639923,Bacillati
133331,3138811,Pseudomonadati
133332,3043854,Pseudomonadati
133333,3043854,Pseudomonadati
133334,2703794,Pseudomonadati
133336,615,Pseudomonadati
133337,615,Pseudomonadati
133338,3077936,Pseudomonadati
133339,3138812,Pseudomonadati
133340,3138812,Pseudomonadati
133341,2804312,Pseudomonadati
133342,414288,Pseudomonadati
133343,3138810,Pseudomonadati
133344,300181,Pseudomonadati
133345,2703794,Pseudomonadati
133346,300181,Pseudomonadati
133347,615,Pseudomonadati
133348,38313,Pseudomonadati
133349,196821,Pseudomonadati
133350,2775286,Pseudomonadati
133351,3066239,Pseudomonadati
133352,3066265,Pseudomonadati
133353,3077937,Pseudomonadati
133354,1870988,Bacillati
133355,3043850,Pseudomonadati
133356,3077944,Pseudomonadati
133357,3066259,Pseudomonadati
133358,3066284,Bacillati
133359,3066257,Pseudomonadati
133360,3138502,Bacillati
133361,28108,Pseudomonadati
133362,1063,Pseudomonadati
133363,33946,Bacillati
133365,3140250,Pseudomonadati
133366,3062461,Bacillati
133367,3139408,Pseudomonadati
133368,28108,Pseudomonadati
133369,2895980,Pseudomonadati
133370,2742203,Bacillati
133371,83455,Pseudomonadati
133372,83455,Pseudomonadati
133373,83455,Pseudomonadati
133374,83455,Pseudomonadati
133375,1428,Bacillati
133376,165694,Pseudomonadati
133377,165694,Pseudomonadati
133378,33,Pseudomonadati
133379,3139201,Bacillati
133380,2954703,Bacillati
133381,238,Pseudomonadati
133382,203192,Pseudomonadati
133383,2954659,Bacillati
133384,2921378,Bacillati
133385,2921361,Bacillati
133386,2954752,Bacillati
133387,2954752,Bacillati
133388,2954672,Bacillati
133389,2954672,Bacillati
133390,2954672,Bacillati
133391,2954672,Bacillati
133392,2954686,Bacillati
133393,2954686,Bacillati
133394,2954686,Bacillati
133395,2636778,Bacillati
133396,2921604,Bacillati
133397,2921604,Bacillati
133399,2954620,Bacillati
133400,2375,Bacillati
133401,160795,Bacillati
133402,2954685,Bacillati
133403,130788,Bacillati
133404,1960295,Bacillati
133405,2921577,Bacillati
133406,2921528,Bacillati
133407,1386,Bacillati
133408,2954558,Bacillati
133409,2921556,Bacillati
133410,72174,Pseudomonadati
133411,2921554,Bacillati
133412,72174,Pseudomonadati
133413,2921704,Bacillati
133414,72174,Pseudomonadati
133415,2921660,Bacillati
133416,2954526,Bacillati
133417,185978,Bacillati
133418,185978,Bacillati
133419,185978,Bacillati
133420,2954547,Bacillati
133421,2954535,Bacillati
133422,2954535,Bacillati
133423,2954535,Bacillati
133424,2921550,Bacillati
133425,2921657,Bacillati
133426,2954593,Bacillati
133427,1949085,Pseudomonadati
133428,2921389,Bacillati
133429,1478,Bacillati
133430,2975289,Bacillati
133431,1478,Bacillati
133432,450367,Bacillati
133433,3141537,Pseudomonadati
133434,3141537,Pseudomonadati
133435,237609,Pseudomonadati
133436,3069264,Pseudomonadati
133437,3141542,Pseudomonadati
133438,2675223,Pseudomonadati
133439,2968057,Pseudomonadati
133440,1830,Bacillati
133442,3131913,Pseudomonadati
133444,3114371,Pseudomonadati
133445,3133148,Pseudomonadati
133446,2026194,Bacillati
133447,3140244,Pseudomonadati
133448,3140244,Pseudomonadati
133449,3140246,Pseudomonadati
133450,3140246,Pseudomonadati
133451,3141540,Pseudomonadati
133452,3123317,Bacillati
133453,3123317,Bacillati
133454,3126755,Bacillati
133455,36740,Bacillati
133457,1712262,Pseudomonadati
133460,246786,Bacillati
133461,246786,Bacillati
133462,3126357,Pseudomonadati
133463,1404,Bacillati
133464,1397108,Pseudomonadati
133465,3135784,Pseudomonadati
133466,1806669,Pseudomonadati
133467,3135774,Pseudomonadati
133468,3135780,Pseudomonadati
133469,3135780,Pseudomonadati
133470,3135775,Pseudomonadati
133471,1840331,Pseudomonadati
133472,3135779,Pseudomonadati
133473,3135779,Pseudomonadati
133474,3135781,Pseudomonadati
133475,3141450,Pseudomonadati
133476,3141451,Pseudomonadati
133477,3142488,Bacillati
133478,148447,Pseudomonadati
133479,3135782,Pseudomonadati
133480,820,Pseudomonadati
133481,74426,Bacillati
133482,74426,Bacillati
133483,2637548,Bacillati
133484,2003188,Bacillati
133485,239935,Pseudomonadati
133486,100886,Bacillati
133487,239935,Pseudomonadati
133488,3071718,Pseudomonadati
133489,3071713,Pseudomonadati
133490,475069,Pseudomonadati
133491,634462,Bacillati
133492,2028108,Pseudomonadati
133493,1524264,Pseudomonadati
133494,2782541,Bacillati
133495,336628,Bacillati
133496,1783498,Bacillati
133497,1804625,Pseudomonadati
133498,3075226,Pseudomonadati
133499,3075226,Pseudomonadati
133500,1532,Bacillati
133501,1532,Bacillati
133502,1532,Bacillati
133503,2528239,Pseudomonadati
133504,1882438,Pseudomonadati
133505,3075226,Pseudomonadati
133506,79881,Bacillati
133507,996558,Bacillati
133508,699041,Bacillati
133509,1736751,Pseudomonadati
133510,2632876,Pseudomonadati
133511,9,Pseudomonadati
133512,9,Pseudomonadati
133513,1855371,Pseudomonadati
133514,703,Pseudomonadati
133515,3079009,Bacillati
133516,48,Pseudomonadati
133517,2929485,Pseudomonadati
133518,3078042,Bacillati
133519,3078042,Bacillati
133520,3079010,Bacillati
133521,2763658,Bacillati
133522,2629088,Pseudomonadati
133523,194690,Pseudomonadati
133524,3129240,Pseudomonadati
133525,3077330,Bacillati
133526,3129239,Pseudomonadati
133527,3129237,Pseudomonadati
133528,3129234,Pseudomonadati
133529,3129238,Pseudomonadati
133530,2995658,Pseudomonadati
133531,3142977,Pseudomonadati
133532,2022337,Pseudomonadati
133533,1460447,Bacillati
133534,1460447,Bacillati
133535,1460447,Bacillati
133536,3133972,Pseudomonadati
133537,1691904,Pseudomonadati
133538,3140699,Bacillati
133539,2293560,Bacillati
133540,3140696,Bacillati
133541,3140696,Bacillati
133542,3140694,Bacillati
133543,3140694,Bacillati
133544,3140696,Bacillati
133545,3111767,Bacillati
133546,2094019,Bacillati
133547,69393,Pseudomonadati
133548,562,Pseudomonadati
133549,1108595,Pseudomonadati
133550,3136725,Pseudomonadati
133551,293388,Bacillati
133552,293388,Bacillati
133553,311180,Pseudomonadati
133554,28214,Pseudomonadati
133555,1463165,Pseudomonadati
133556,1411316,Pseudomonadati
133557,1411316,Pseudomonadati
133558,28214,Pseudomonadati
133559,1411316,Pseudomonadati
133560,3143495,Pseudomonadati
133561,214860,Pseudomonadati
133562,69393,Pseudomonadati
133563,69393,Pseudomonadati
133564,341027,Pseudomonadati
133565,341027,Pseudomonadati
133566,472,Pseudomonadati
133567,1785,Bacillati
133568,472,Pseudomonadati
133569,472,Pseudomonadati
133570,1785,Bacillati
133571,1917219,Pseudomonadati
133572,1917219,Pseudomonadati
133573,1874826,Pseudomonadati
133574,1874826,Pseudomonadati
133575,1917219,Pseudomonadati
133576,1971397,Pseudomonadati
133577,1971397,Pseudomonadati
133578,1971397,Pseudomonadati
133579,42895,Pseudomonadati
133580,1945581,Pseudomonadati
133581,1945581,Pseudomonadati
133582,1869181,Pseudomonadati
133583,651561,Pseudomonadati
133584,250,Pseudomonadati
133585,1869181,Pseudomonadati
133586,1932117,Pseudomonadati
133587,964,Pseudomonadati
133588,863372,Pseudomonadati
133589,863372,Pseudomonadati
133590,1904440,Pseudomonadati
133591,1904440,Pseudomonadati
133592,1872122,Pseudomonadati
133593,1543,Bacillati
133594,1543,Bacillati
133595,1539,Bacillati
133596,578463,Pseudomonadati
133597,84031,Bacillati
133598,392823,Bacillati
133599,574963,Pseudomonadati
133600,322163,Pseudomonadati
133601,529810,Pseudomonadati
133602,584607,Pseudomonadati
133603,86663,Bacillati
133604,86663,Bacillati
133605,500162,Pseudomonadati
133606,480071,Bacillati
133607,28228,Pseudomonadati
133608,659013,Pseudomonadati
133609,1550,Bacillati
133610,1550,Bacillati
133611,1485,Bacillati
133612,657642,Pseudomonadati
133613,546114,Pseudomonadati
133614,237684,Bacillati
133615,590609,Pseudomonadati
133616,295324,Bacillati
133617,295324,Bacillati
133618,582857,Pseudomonadati
133619,295324,Bacillati
133620,295324,Bacillati
133621,414052,Pseudomonadati
133622,88874,Bacillati
133623,88874,Bacillati
133624,95172,Bacillati
133625,174038,Bacillati
133626,174038,Bacillati
133627,301154,Pseudomonadati
133628,71253,Bacillati
133629,173361,Bacillati
133630,203799,Bacillati
133631,584605,Pseudomonadati
133632,252231,Bacillati
133633,84643,Bacillati
133634,252231,Bacillati
133635,47848,Bacillati
133636,191497,Bacillati
133637,33921,Bacillati
133638,153376,Bacillati
133639,83682,Bacillati
133640,83682,Bacillati
133641,287930,Bacillati
133642,287930,Bacillati
133643,272210,Bacillati
133644,2000,Bacillati
133645,2000,Bacillati
133646,75290,Bacillati
133647,57909,Bacillati
133648,75290,Bacillati
133649,647384,Pseudomonadati
133650,317019,Bacillati
133651,318434,Bacillati
133652,317019,Bacillati
133653,59298,Bacillati
133654,338077,Bacillati
133655,161482,Bacillati
133656,173858,Bacillati
133657,1847,Bacillati
133658,173858,Bacillati
133659,333963,Bacillati
133660,204798,Bacillati
133661,400774,Bacillati
133662,65605,Bacillati
133663,436231,Bacillati
133664,68191,Bacillati
133665,330836,Bacillati
133666,349315,Bacillati
133667,1883,Bacillati
133668,2013,Bacillati
133669,2013,Bacillati
133670,190197,Bacillati
133671,330943,Bacillati
133672,405551,Bacillati
133673,433644,Bacillati
133674,405551,Bacillati
133675,349316,Bacillati
133676,104204,Bacillati
133677,433651,Bacillati
133678,1883,Bacillati
133679,190194,Bacillati
133680,706574,Bacillati
133681,291602,Bacillati
133682,2013,Bacillati
133683,109330,Bacillati
133684,436356,Bacillati
133685,182639,Bacillati
133686,302168,Bacillati
133687,433641,Bacillati
133688,302168,Bacillati
133689,83681,Bacillati
133690,460087,Bacillati
133691,83681,Bacillati
133692,592377,Bacillati
133693,246603,Bacillati
133694,434347,Bacillati
133695,46162,Bacillati
133696,46162,Bacillati
133697,619730,Bacillati
133698,226217,Bacillati
133699,267854,Bacillati
133700,267854,Bacillati
133701,267854,Bacillati
133702,267854,Bacillati
133703,1813,Bacillati
133704,415721,Bacillati
133705,415721,Bacillati
133706,269420,Bacillati
133707,496857,Bacillati
133708,496857,Bacillati
133709,366888,Bacillati
133710,435914,Bacillati
133711,44032,Bacillati
133712,560557,Bacillati
133713,560557,Bacillati
133714,221725,Bacillati
133715,221725,Bacillati
133716,501482,Bacillati
133717,38314,Bacillati
133718,68211,Bacillati
133719,555371,Bacillati
133720,58345,Bacillati
133721,1883,Bacillati
133722,44033,Bacillati
133723,285451,Bacillati
133724,1948,Bacillati
133725,367279,Bacillati
133726,337894,Bacillati
133727,1883,Bacillati
133728,258049,Bacillati
133729,258049,Bacillati
133730,46204,Bacillati
133731,46204,Bacillati
133732,67305,Bacillati
133733,407974,Bacillati
133734,67271,Bacillati
133735,568818,Bacillati
133736,480996,Bacillati
133737,332589,Bacillati
133738,568818,Bacillati
133739,35753,Bacillati
133740,634393,Bacillati
133741,35753,Bacillati
133742,332591,Bacillati
133743,329523,Bacillati
133744,329523,Bacillati
133745,46160,Bacillati
133746,46160,Bacillati
133747,407973,Bacillati
133748,552788,Bacillati
133749,285556,Bacillati
133750,333384,Bacillati
133751,115336,Bacillati
133752,115336,Bacillati
133753,115336,Bacillati
133754,115336,Bacillati
133755,171442,Bacillati
133756,171442,Bacillati
133757,284029,Bacillati
133758,53361,Bacillati
133759,53361,Bacillati
133760,2063,Bacillati
133761,2063,Bacillati
133762,284044,Bacillati
133763,58350,Bacillati
133764,58350,Bacillati
133765,80872,Bacillati
133766,450798,Bacillati
133767,450799,Bacillati
133768,450799,Bacillati
133769,714075,Pseudomonadati
133770,60895,Bacillati
133771,46203,Bacillati
133772,351224,Bacillati
133773,930197,Pseudomonadati
133774,335605,Pseudomonadati
133775,940133,Pseudomonadati
133776,977800,Pseudomonadati
133777,335630,Pseudomonadati
133778,37922,Bacillati
133779,58107,Bacillati
133780,58107,Bacillati
133781,450363,Bacillati
133782,450363,Bacillati
133783,1502358,Pseudomonadati
133784,269144,Bacillati
133785,416017,Bacillati
133786,46190,Bacillati
133787,993086,Bacillati
133788,433643,Bacillati
133789,871696,Pseudomonadati
133790,363861,Bacillati
133791,363861,Bacillati
133792,627624,Bacillati
133793,993084,Bacillati
133794,1007097,Bacillati
133795,943941,Pseudomonadati
133796,993087,Bacillati
133797,598626,Bacillati
133798,598626,Bacillati
133799,363863,Bacillati
133800,1054972,Pseudomonadati
133801,1054972,Pseudomonadati
133802,446786,Bacillati
133803,2049916,Pseudomonadati
133804,111803,Bacillati
133805,111803,Bacillati
133806,111803,Bacillati
133807,65515,Bacillati
133808,792649,Pseudomonadati
133809,363865,Bacillati
133810,947309,Pseudomonadati
133811,947309,Pseudomonadati
133812,161354,Bacillati
133813,161354,Bacillati
133814,543629,Bacillati
133815,547018,Bacillati
133816,1142134,Bacillati
133817,46187,Bacillati
133818,561173,Bacillati
133819,46187,Bacillati
133820,559626,Bacillati
133821,561173,Bacillati
133822,559626,Bacillati
133823,279208,Bacillati
133824,1076330,Bacillati
133825,909287,Bacillati
133826,279208,Bacillati
133827,909287,Bacillati
133828,279208,Bacillati
133829,909287,Bacillati
133830,870485,Pseudomonadati
133831,889488,Pseudomonadati
133832,509199,Bacillati
133833,490575,Bacillati
133834,430685,Bacillati
133835,430685,Bacillati
133836,509199,Bacillati
133837,870480,Pseudomonadati
133838,1988,Bacillati
133839,981381,Pseudomonadati
133840,46186,Bacillati
133841,702744,Bacillati
133842,46186,Bacillati
133843,46186,Bacillati
133844,1007089,Pseudomonadati
133845,46186,Bacillati
133846,37484,Bacillati
133847,983873,Bacillati
133848,644556,Bacillati
133849,37484,Bacillati
133850,870481,Pseudomonadati
133851,2138166,Pseudomonadati
133852,547461,Bacillati
133853,653357,Bacillati
133854,547461,Bacillati
133855,547461,Bacillati
133856,103725,Bacillati
133857,285536,Bacillati
133858,121291,Bacillati
133859,908355,Bacillati
133860,121291,Bacillati
133861,1883,Bacillati
133862,121291,Bacillati
133863,475957,Bacillati
133864,768534,Pseudomonadati
133865,173362,Bacillati
133866,2054315,Pseudomonadati
133867,1883,Bacillati
133868,1031537,Pseudomonadati
133869,706182,Pseudomonadati
133870,1031537,Pseudomonadati
133871,1031537,Pseudomonadati
133872,686234,Pseudomonadati
133873,768533,Pseudomonadati
133874,768533,Pseudomonadati
133875,502331,Pseudomonadati
133876,3140679,Bacillati
133877,686226,Pseudomonadati
133878,931097,Pseudomonadati
133879,579108,Bacillati
133880,579108,Bacillati
133881,178566,Bacillati
133882,871695,Pseudomonadati
133883,46180,Bacillati
133884,1630594,Bacillati
133885,1084525,Pseudomonadati
133886,1136748,Pseudomonadati
133887,46165,Bacillati
133888,46165,Bacillati
133889,1988,Bacillati
133890,634770,Bacillati
133891,634770,Bacillati
133892,1109741,Pseudomonadati
133893,1036133,Pseudomonadati
133894,363853,Pseudomonadati
133895,552064,Bacillati
133896,620889,Bacillati
133897,1084523,Pseudomonadati
133898,1883,Bacillati
133899,1176537,Pseudomonadati
133900,1697394,Bacillati
133901,1697394,Bacillati
133902,1007095,Pseudomonadati
133903,1077946,Bacillati
133904,1170456,Pseudomonadati
133905,1130722,Pseudomonadati
133906,68173,Bacillati
133907,68173,Bacillati
133908,1079178,Pseudomonadati
133909,1165507,Pseudomonadati
133910,3140682,Bacillati
133911,1176535,Pseudomonadati
133912,3140684,Bacillati
133913,1255257,Pseudomonadati
133914,3140683,Bacillati
133915,1031540,Pseudomonadati
133916,1196019,Pseudomonadati
133917,1193278,Pseudomonadati
133918,2161675,Bacillati
133919,1080073,Bacillati
133920,1080073,Bacillati
133921,418759,Bacillati
133922,863575,Bacillati
133923,1080073,Bacillati
133924,1157987,Pseudomonadati
133925,715785,Bacillati
133926,1162670,Pseudomonadati
133927,1930058,Bacillati
133928,1095914,Bacillati
133929,664691,Bacillati
133930,46181,Bacillati
133931,926830,Bacillati
133932,926830,Bacillati
133933,926830,Bacillati
133934,1306992,Pseudomonadati
133935,663608,Bacillati
133936,1306992,Pseudomonadati
133937,630995,Bacillati
133938,1080074,Bacillati
133939,1080074,Bacillati
133940,1080074,Bacillati
133941,1650592,Bacillati
133942,1650592,Bacillati
133943,502180,Bacillati
133944,502180,Bacillati
133945,502180,Bacillati
133946,502180,Bacillati
133947,1211323,Thermotogati
133948,3046593,Bacillati
133949,1348272,Bacillati
133950,1883,Bacillati
133951,648753,Bacillati
133952,490570,Bacillati
133953,515662,Bacillati
133954,1651781,Bacillati
133955,1651781,Bacillati
133956,1353775,Bacillati
133957,1101404,Pseudomonadati
133958,1908308,Pseudomonadati
133959,638574,Bacillati
133960,638574,Bacillati
133961,68256,Bacillati
133962,545543,Bacillati
133963,545543,Bacillati
133964,1133364,Bacillati
133965,1133364,Bacillati
133966,324855,Bacillati
133967,648754,Bacillati
133968,1045501,Bacillati
133969,556531,Bacillati
133970,556531,Bacillati
133971,1274986,Bacillati
133972,1124239,Bacillati
133973,1701086,Bacillati
133974,676205,Bacillati
133975,676205,Bacillati
133976,285563,Bacillati
133977,258051,Bacillati
133978,258053,Bacillati
133979,258053,Bacillati
133980,1070872,Bacillati
133981,658456,Bacillati
133982,1973496,Bacillati
133983,113569,Bacillati
133984,3136688,Bacillati
133985,3143537,Bacillati
133986,1854762,Pseudomonadati
133987,165438,Pseudomonadati
133988,2371,Pseudomonadati
133989,3140381,Pseudomonadati
133990,1408,Bacillati
133991,1019,Pseudomonadati
133992,1494960,Bacillati
133993,3144668,Bacillati
133994,69393,Pseudomonadati
133995,1019,Pseudomonadati
133996,3144404,Bacillati
133997,38313,Pseudomonadati
133998,38313,Pseudomonadati
133999,196159,Pseudomonadati
134000,1736690,Pseudomonadati
134001,3143183,Pseudomonadati
134002,3143183,Pseudomonadati
134003,1644133,Bacillati
134004,1644133,Bacillati
134005,2986998,Pseudomonadati
134007,1382803,Pseudomonadati
134008,293387,Bacillati
134009,3144845,Bacillati
134010,2024550,Pseudomonadati
134011,2024550,Pseudomonadati
134012,3144793,Pseudomonadati
134013,3144793,Pseudomonadati
134014,3144793,Pseudomonadati
134015,171436,Pseudomonadati
134016,171436,Pseudomonadati
134017,1280,Bacillati
134018,3138568,Pseudomonadati
134019,3138567,Pseudomonadati
134020,2033661,Thermotogati
134021,223967,Pseudomonadati
134022,2000,Bacillati
134023,2000,Bacillati
134024,322601,Bacillati
134025,1055231,Pseudomonadati
134026,1737,Bacillati
134027,454156,Bacillati
134028,1737,Bacillati
134029,454156,Bacillati
134030,634159,Pseudomonadati
134031,75292,Bacillati
134032,687845,Pseudomonadati
134033,68245,Bacillati
134034,415010,Bacillati
134035,83681,Bacillati
134036,419590,Bacillati
134037,47856,Bacillati
134038,46179,Bacillati
134039,531940,Bacillati
134040,46179,Bacillati
134041,285560,Bacillati
134042,285569,Bacillati
134043,66882,Bacillati
134044,1883,Bacillati
134045,714537,Pseudomonadati
134046,3138067,Pseudomonadati
134047,686831,Pseudomonadati
134048,686831,Pseudomonadati
134049,648,Pseudomonadati
134050,235,Pseudomonadati
134051,996558,Bacillati
134052,29459,Pseudomonadati
134053,3148887,Pseudomonadati
134054,3144104,Bacillati
134055,3144104,Bacillati
134056,3144874,Pseudomonadati
134057,1343160,Pseudomonadati
134058,79880,Bacillati
134059,3103142,Pseudomonadati
134060,3144103,Bacillati
134061,1404,Bacillati
134062,60912,Bacillati
134063,60912,Bacillati
134064,2987717,Bacillati
134065,2987717,Bacillati
134066,2987717,Bacillati
134067,1076,Pseudomonadati
134068,1871046,Pseudomonadati
134069,2033661,Thermotogati
134070,2815725,Pseudomonadati
134071,3082158,Pseudomonadati
134072,3133969,Pseudomonadati
134073,3133969,Pseudomonadati
134074,3133967,Pseudomonadati
134075,3133967,Pseudomonadati
134076,3133971,Pseudomonadati
134077,2977120,Pseudomonadati
134078,3030638,Bacillati
134079,3055040,Bacillati
134080,1871050,Pseudomonadati
134081,1871050,Pseudomonadati
134082,1871050,Pseudomonadati
134083,888830,Pseudomonadati
134084,2052990,Pseudomonadati
134085,35761,Bacillati
134086,293387,Bacillati
134087,615,Pseudomonadati
134088,258533,Bacillati
134089,549,Pseudomonadati
134090,549,Pseudomonadati
134091,2629088,Pseudomonadati
134092,549,Pseudomonadati
134093,2629088,Pseudomonadati
134094,549,Pseudomonadati
134095,549,Pseudomonadati
134096,549,Pseudomonadati
134097,549,Pseudomonadati
134098,549,Pseudomonadati
134099,549,Pseudomonadati
134100,94625,Pseudomonadati
134101,293,Pseudomonadati
134102,74315,Pseudomonadati
134103,3148904,Pseudomonadati
134104,3148904,Pseudomonadati
134105,2774189,Pseudomonadati
134106,588932,Pseudomonadati
134107,1776740,Pseudomonadati
134108,370111,Pseudomonadati
134109,293,Pseudomonadati
134110,549,Pseudomonadati
134111,549,Pseudomonadati
134112,549,Pseudomonadati
134113,293,Pseudomonadati
134114,549,Pseudomonadati
134115,3142975,Bacillati
134116,70347,Pseudomonadati
134117,549,Pseudomonadati
134118,549,Pseudomonadati
134119,1353890,Pseudomonadati
134120,549,Pseudomonadati
134121,549,Pseudomonadati
134122,549,Pseudomonadati
134123,549,Pseudomonadati
134124,549,Pseudomonadati
134125,686831,Pseudomonadati
134126,1813611,Pseudomonadati
134127,34087,Pseudomonadati
134128,3080330,Pseudomonadati
134129,3080330,Pseudomonadati
134130,3080330,Pseudomonadati
134131,470446,Pseudomonadati
134132,182337,Pseudomonadati
134133,2565368,Pseudomonadati
134134,3080331,Pseudomonadati
134135,3080331,Pseudomonadati
134136,2816248,Pseudomonadati
134137,2872754,Pseudomonadati
134139,2023269,Bacillati
134140,2023269,Bacillati
134142,221953,Pseudomonadati
134143,1118060,Bacillati
134144,645466,Bacillati
134145,673271,Bacillati
134146,673271,Bacillati
134147,538949,Pseudomonadati
134148,287,Pseudomonadati
134149,2968086,Bacillati
134152,1972610,Pseudomonadati
134153,2024848,Pseudomonadati
134154,1177574,Pseudomonadati
134155,3051826,Pseudomonadati
134156,3051825,Pseudomonadati
134157,3051825,Pseudomonadati
134158,3044269,Pseudomonadati
134159,106648,Pseudomonadati
134160,3145232,Pseudomonadati
134161,573,Pseudomonadati
134162,202952,Pseudomonadati
134163,106648,Pseudomonadati
134164,1402,Bacillati
134165,413964,Pseudomonadati
134166,2338073,Pseudomonadati
134167,89065,Pseudomonadati
134168,89065,Pseudomonadati
134169,1406,Bacillati
134170,3145235,Pseudomonadati
134171,319939,Pseudomonadati
134172,316088,Bacillati
134173,59620,Bacillati
134174,59620,Bacillati
134175,59620,Bacillati
134177,1946347,Bacillati
134178,1946366,Bacillati
134179,1946366,Bacillati
134180,1885016,Bacillati
134181,1885016,Bacillati
134182,1946368,Bacillati
134183,1946379,Bacillati
134184,1506,Bacillati
134185,1946353,Bacillati
134186,298659,Pseudomonadati
134187,1946360,Bacillati
134188,1946360,Bacillati
134189,1946360,Bacillati
134190,1506,Bacillati
134191,1506,Bacillati
134192,1506,Bacillati
134193,1506,Bacillati
134194,1936171,Pseudomonadati
134195,1936171,Pseudomonadati
134196,1946377,Bacillati
134197,1946377,Bacillati
134198,1946377,Bacillati
134199,1506,Bacillati
134200,1936171,Pseudomonadati
134201,1506,Bacillati
134202,1506,Bacillati
134203,2719234,Bacillati
134204,1946376,Bacillati
134205,114050,Bacillati
134206,114050,Bacillati
134207,1506,Bacillati
134208,1506,Bacillati
134209,1506,Bacillati
134210,1506,Bacillati
134211,1506,Bacillati
134212,59620,Bacillati
134213,1506,Bacillati
134214,1506,Bacillati
134215,1506,Bacillati
134216,1869338,Pseudomonadati
134217,1955812,Pseudomonadati
134218,114050,Bacillati
134219,114050,Bacillati
134220,74426,Bacillati
134221,1502,Bacillati
134222,74426,Bacillati
134223,74426,Bacillati
134224,74426,Bacillati
134225,3138177,Pseudomonadati
134226,39491,Bacillati
134227,410072,Bacillati
134228,410072,Bacillati
134229,470,Pseudomonadati
134230,170994,Bacillati
134231,3139774,Pseudomonadati
134232,3139774,Pseudomonadati
134233,562,Pseudomonadati
134234,418240,Bacillati
134235,817,Pseudomonadati
134236,817,Pseudomonadati
134237,1886782,Pseudomonadati
134238,3151764,Pseudomonadati
134239,28213,Pseudomonadati
134240,28213,Pseudomonadati
134241,62322,Pseudomonadati
134242,3138179,Bacillati
134243,3138179,Bacillati
134244,3144408,Bacillati
134245,666,Pseudomonadati
134246,3143131,Pseudomonadati
134247,357276,Pseudomonadati
134248,2674989,Pseudomonadati
134249,2745514,Pseudomonadati
134250,3133495,Pseudomonadati
134251,3133495,Pseudomonadati
134252,1964193,Pseudomonadati
134253,1964193,Pseudomonadati
134254,1917866,Pseudomonadati
134255,1920175,Pseudomonadati
134256,192812,Pseudomonadati
134257,1481893,Pseudomonadati
134258,2003365,Pseudomonadati
134259,2320200,Pseudomonadati
134260,1977087,Pseudomonadati
134261,92644,Bacillati
